20:23:20.424 -> A, B, C
20:25:37.735 -> 1084, 1015, 804
20:25:37.768 -> 1078, 1017, 802
20:25:37.835 -> 1077, 1015, 804
20:25:37.868 -> 1078, 1014, 802
20:25:37.935 -> 1082, 1014, 804
20:25:37.968 -> 1090, 1017, 802
20:25:38.034 -> 1083, 1012, 803
20:25:38.068 -> 1082, 1015, 801
20:25:38.134 -> 1077, 1017, 803
20:25:38.201 -> 1084, 1016, 805
20:25:38.234 -> 1082, 1014, 803
20:25:38.301 -> 1082, 1016, 804
20:25:38.334 -> 1082, 1029, 805
20:25:38.400 -> 1081, 1015, 806
20:25:38.434 -> 1086, 1011, 802
20:25:38.500 -> 1084, 1014, 804
20:25:38.534 -> 1078, 1017, 803
20:25:38.600 -> 1085, 1015, 806
20:25:38.633 -> 1083, 1014, 808
20:25:38.700 -> 1085, 1013, 804
20:25:38.733 -> 1085, 1015, 803
20:25:38.800 -> 1087, 1015, 803
20:25:38.833 -> 1084, 1015, 805
20:25:38.900 -> 1083, 1015, 803
20:25:38.933 -> 1085, 1017, 805
20:25:38.999 -> 1085, 1013, 803
20:25:39.066 -> 1083, 1137, 806
20:25:39.099 -> 1083, 1014, 802
20:25:39.166 -> 1086, 1013, 804
20:25:39.199 -> 1084, 1016, 809
20:25:39.266 -> 1086, 1017, 803
20:25:39.299 -> 1083, 1015, 803
20:25:39.365 -> 1087, 1014, 803
20:25:39.399 -> 1082, 1016, 805
20:25:39.465 -> 1082, 1017, 805
20:25:39.498 -> 1082, 1018, 803
20:25:39.565 -> 1087, 1017, 803
20:25:39.598 -> 1081, 1017, 805
20:25:39.665 -> 1085, 1013, 801
20:25:39.698 -> 1082, 1017, 801
20:25:39.765 -> 1087, 1020, 804
20:25:39.831 -> 1097, 954, 815
20:25:39.864 -> 1084, 1015, 804
20:25:39.931 -> 1085, 1014, 803
20:25:39.964 -> 1095, 1014, 806
20:25:40.031 -> 1065, 1013, 804
20:25:40.064 -> 1084, 1015, 799
20:25:40.131 -> 1080, 1017, 805
20:25:40.164 -> 1085, 1013, 806
20:25:40.230 -> 1085, 1017, 804
20:25:40.264 -> 1083, 1014, 805
20:25:40.330 -> 1082, 1010, 805
20:25:40.363 -> 1085, 1018, 804
20:25:40.430 -> 1086, 1014, 805
20:25:40.463 -> 1079, 1013, 802
20:25:40.530 -> 1086, 1019, 803
20:25:40.596 -> 1081, 1015, 803
20:25:40.630 -> 1087, 1022, 803
20:25:40.696 -> 1084, 1018, 804
20:25:40.729 -> 1081, 1016, 802
20:25:40.796 -> 1086, 1015, 804
20:25:40.829 -> 1081, 1012, 803
20:25:40.896 -> 1095, 1017, 806
20:25:40.929 -> 1082, 1014, 803
20:25:40.996 -> 1080, 1032, 803
20:25:41.029 -> 1082, 1018, 804
20:25:41.095 -> 1087, 1014, 806
20:25:41.129 -> 1085, 1015, 804
20:25:41.195 -> 1080, 1015, 805
20:25:41.228 -> 1085, 1018, 805
20:25:41.295 -> 1083, 1011, 804
20:25:41.362 -> 1083, 1015, 805
20:25:41.395 -> 1082, 1014, 805
20:25:41.461 -> 1074, 1015, 805
20:25:41.494 -> 1080, 1017, 805
20:25:41.561 -> 1085, 1014, 803
20:25:41.594 -> 998, 1014, 809
20:25:41.661 -> 1084, 1014, 806
20:25:41.694 -> 1086, 1014, 802
20:25:41.760 -> 1083, 1017, 806
20:25:41.794 -> 1083, 1014, 805
20:25:41.860 -> 1083, 1014, 807
20:25:41.894 -> 1084, 1016, 805
20:25:41.960 -> 1082, 1017, 805
20:25:41.993 -> 1082, 1014, 804
20:25:42.060 -> 1082, 1019, 807
20:25:42.126 -> 1084, 1018, 805
20:25:42.160 -> 1083, 1013, 803
20:25:42.226 -> 1085, 1014, 803
20:25:42.259 -> 1083, 1014, 804
20:25:42.326 -> 1086, 1018, 800
20:25:42.359 -> 1084, 1015, 802
20:25:42.426 -> 1084, 1018, 804
20:25:42.459 -> 1083, 1016, 806
20:25:42.526 -> 1084, 1014, 805
20:25:42.559 -> 1086, 1015, 803
20:25:42.625 -> 1084, 1015, 804
20:25:42.659 -> 1080, 1016, 806
20:25:42.725 -> 1070, 1018, 809
20:25:42.759 -> 1083, 1014, 806
20:25:42.825 -> 1087, 1020, 805
20:25:42.892 -> 1084, 1015, 810
20:25:42.925 -> 1086, 1014, 806
20:25:42.992 -> 1081, 1014, 805
20:25:43.025 -> 1085, 1016, 807
20:25:43.091 -> 1081, 1018, 805
20:25:43.125 -> 1080, 1014, 805
20:25:43.191 -> 1083, 1014, 803
20:25:43.225 -> 1086, 1015, 803
20:25:43.291 -> 1081, 1017, 808
20:25:43.324 -> 1079, 1015, 805
20:25:43.391 -> 1083, 1015, 805
20:25:43.424 -> 1083, 1013, 808
20:25:43.491 -> 1081, 1018, 802
20:25:43.524 -> 1084, 1014, 804
20:25:43.591 -> 1081, 1017, 804
20:25:43.624 -> 1082, 1013, 807
20:25:43.690 -> 1082, 1015, 809
20:25:43.757 -> 1082, 1017, 806
20:25:43.790 -> 1085, 1014, 803
20:25:43.857 -> 1084, 1014, 804
20:25:43.890 -> 1079, 1014, 806
20:25:43.956 -> 1083, 1014, 798
20:25:43.990 -> 1081, 1017, 802
20:25:44.056 -> 1083, 1017, 802
20:25:44.090 -> 1085, 1014, 802
20:25:44.156 -> 1082, 1014, 805
20:25:44.189 -> 1082, 1014, 802
20:25:44.256 -> 1081, 1016, 806
20:25:44.289 -> 1079, 1018, 805
20:25:44.356 -> 1082, 1011, 805
20:25:44.389 -> 1079, 1014, 805
20:25:44.455 -> 1077, 1016, 805
20:25:44.522 -> 1078, 1015, 810
20:25:44.555 -> 1078, 1014, 805
20:25:44.621 -> 1078, 1026, 804
20:25:44.655 -> 1084, 1015, 805
20:25:44.721 -> 1080, 1012, 803
20:25:44.754 -> 1081, 1014, 803
20:25:44.821 -> 1080, 984, 801
20:25:44.854 -> 1082, 1013, 800
20:25:44.921 -> 1079, 1013, 803
20:25:44.954 -> 1086, 1013, 805
20:25:45.020 -> 1079, 1013, 802
20:25:45.053 -> 1087, 1017, 802
20:25:45.120 -> 1081, 1016, 805
20:25:45.186 -> 1083, 1018, 803
20:25:45.220 -> 1082, 1013, 804
20:25:45.286 -> 1082, 1016, 804
20:25:45.320 -> 1081, 1014, 805
20:25:45.386 -> 1079, 1013, 805
20:25:45.419 -> 1080, 1013, 805
20:25:45.486 -> 1083, 1027, 800
20:25:45.519 -> 1083, 1013, 803
20:25:45.586 -> 1083, 1014, 804
20:25:45.619 -> 1084, 1012, 802
20:25:45.685 -> 1077, 1005, 803
20:25:45.719 -> 1082, 1013, 802
20:25:45.785 -> 1078, 1030, 800
20:25:45.818 -> 1084, 1011, 805
20:25:45.885 -> 1080, 1014, 800
20:25:45.951 -> 1080, 1014, 801
20:25:45.985 -> 1085, 1014, 805
20:25:46.051 -> 1082, 1011, 803
20:25:46.084 -> 1079, 1014, 800
20:25:46.151 -> 1085, 1013, 804
20:25:46.184 -> 1084, 1014, 802
20:25:46.251 -> 1082, 1014, 803
20:25:46.284 -> 1082, 1013, 804
20:25:46.350 -> 1079, 1011, 806
20:25:46.384 -> 1082, 1013, 803
20:25:46.450 -> 1079, 1013, 804
20:25:46.483 -> 1080, 1014, 804
20:25:46.550 -> 1083, 1012, 802
20:25:46.583 -> 1080, 1014, 802
20:25:46.650 -> 1083, 1014, 803
20:25:46.716 -> 1080, 1012, 804
20:25:46.749 -> 1079, 1013, 802
20:25:46.816 -> 1087, 1018, 799
20:25:46.849 -> 1081, 1014, 806
20:25:46.916 -> 1083, 1014, 802
20:25:46.949 -> 1085, 1013, 804
20:25:47.016 -> 1084, 1014, 802
20:25:47.049 -> 1079, 1015, 803
20:25:47.115 -> 1079, 1015, 801
20:25:47.149 -> 1082, 1016, 806
20:25:47.215 -> 1081, 1018, 806
20:25:47.248 -> 1079, 1013, 805
20:25:47.315 -> 1084, 1020, 806
20:25:47.348 -> 1079, 1014, 801
20:25:47.414 -> 1084, 1016, 800
20:25:47.481 -> 1080, 1017, 802
20:25:47.514 -> 1083, 1014, 805
20:25:47.581 -> 1082, 1014, 804
20:25:47.614 -> 1083, 1013, 804
20:25:47.681 -> 1079, 1034, 809
20:25:47.714 -> 1086, 1015, 801
20:25:47.780 -> 1081, 1017, 803
20:25:47.814 -> 1041, 1016, 808
20:25:47.880 -> 1083, 1014, 808
20:25:47.913 -> 1079, 1015, 805
20:25:47.980 -> 1085, 1034, 807
20:25:48.013 -> 1081, 1014, 809
20:25:48.080 -> 1081, 1016, 808
20:25:48.113 -> 1078, 1019, 806
20:25:48.180 -> 1080, 1017, 806
20:25:48.246 -> 1081, 1015, 804
20:25:48.279 -> 1082, 1016, 805
20:25:48.346 -> 1080, 1013, 805
20:25:48.379 -> 1080, 1019, 802
20:25:48.446 -> 1083, 1015, 812
20:25:48.479 -> 1082, 1014, 805
20:25:48.546 -> 1083, 1039, 804
20:25:48.579 -> 1081, 1014, 801
20:25:48.645 -> 1085, 1015, 804
20:25:48.679 -> 1078, 1016, 805
20:25:48.745 -> 1083, 1016, 806
20:25:48.778 -> 1084, 1015, 806
20:25:48.845 -> 1085, 1013, 806
20:25:48.878 -> 1085, 1017, 804
20:25:48.944 -> 1081, 1015, 804
20:25:49.011 -> 1079, 1017, 806
20:25:49.044 -> 1084, 1013, 807
20:25:49.111 -> 1081, 1017, 805
20:25:49.144 -> 1084, 1014, 805
20:25:49.210 -> 1079, 1017, 805
20:25:49.244 -> 1085, 1015, 808
20:25:49.310 -> 1083, 1014, 806
20:25:49.343 -> 1079, 1013, 808
20:25:49.410 -> 1091, 1014, 806
20:25:49.443 -> 1084, 1013, 806
20:25:49.510 -> 1078, 1018, 805
20:25:49.543 -> 1080, 1016, 805
20:25:49.609 -> 1086, 1017, 806
20:25:49.643 -> 1087, 1016, 805
20:25:49.709 -> 1086, 1014, 806
20:25:49.775 -> 1080, 1012, 809
20:25:49.809 -> 1084, 1018, 805
20:25:49.875 -> 1084, 1015, 806
20:25:49.908 -> 1079, 1006, 808
20:25:49.975 -> 1082, 1018, 805
20:25:50.008 -> 1083, 1013, 803
20:25:50.075 -> 1085, 1015, 805
20:25:50.108 -> 1083, 1014, 806
20:25:50.175 -> 1081, 1015, 805
20:25:50.208 -> 1083, 1014, 806
20:25:50.274 -> 1081, 1014, 803
20:25:50.308 -> 1083, 1016, 802
20:25:50.374 -> 1084, 1009, 806
20:25:50.407 -> 1082, 1017, 804
20:25:50.474 -> 1077, 1016, 808
20:25:50.540 -> 1083, 1018, 804
20:25:50.574 -> 1082, 1014, 805
20:25:50.640 -> 1085, 1017, 807
20:25:50.674 -> 1086, 1018, 806
20:25:50.740 -> 1084, 1019, 813
20:25:50.773 -> 1084, 1014, 804
20:25:50.840 -> 1078, 1014, 802
20:25:50.873 -> 1085, 1014, 801
20:25:50.940 -> 1086, 1014, 814
20:25:50.973 -> 1082, 1045, 805
20:25:51.039 -> 1083, 1014, 809
20:25:51.072 -> 1090, 1015, 806
20:25:51.139 -> 1082, 1014, 804
20:25:51.172 -> 1081, 1011, 808
20:25:51.239 -> 1086, 1014, 804
20:25:51.305 -> 1082, 1017, 806
20:25:51.338 -> 1083, 1012, 806
20:25:51.405 -> 1082, 1018, 806
20:25:51.438 -> 1080, 1015, 806
20:25:51.505 -> 1086, 1015, 805
20:25:51.538 -> 1081, 1012, 804
20:25:51.605 -> 1083, 1010, 806
20:25:51.638 -> 1082, 1016, 804
20:25:51.704 -> 1082, 1015, 804
20:25:51.738 -> 1054, 1029, 808
20:25:51.804 -> 1084, 1014, 806
20:25:51.837 -> 1082, 1018, 806
20:25:51.904 -> 1084, 1016, 807
20:25:51.971 -> 1078, 1018, 803
20:25:52.004 -> 1084, 1013, 806
20:25:52.070 -> 1083, 1014, 803
20:25:52.104 -> 1084, 1018, 804
20:25:52.170 -> 1087, 1016, 809
20:25:52.204 -> 1081, 1018, 808
20:25:52.270 -> 1084, 1015, 807
20:25:52.303 -> 1085, 1015, 806
20:25:52.370 -> 1085, 1016, 808
20:25:52.403 -> 1081, 1015, 804
20:25:52.470 -> 1082, 1018, 802
20:25:52.503 -> 1084, 1015, 805
20:25:52.569 -> 1084, 1013, 803
20:25:52.603 -> 1083, 1014, 805
20:25:52.669 -> 1083, 1014, 808
20:25:52.702 -> 1086, 1015, 805
20:25:52.769 -> 1082, 1014, 803
20:25:52.835 -> 1085, 1015, 805
20:25:52.869 -> 1084, 1013, 804
20:25:52.935 -> 1077, 1014, 803
20:25:52.968 -> 1086, 1015, 807
20:25:53.035 -> 1080, 1015, 806
20:25:53.068 -> 902, 1021, 815
20:25:53.135 -> 1081, 1015, 810
20:25:53.168 -> 1085, 1017, 804
20:25:53.235 -> 1255, 1023, 812
20:25:53.268 -> 1086, 1015, 804
20:25:53.334 -> 1079, 1014, 805
20:25:53.368 -> 1087, 1026, 801
20:25:53.434 -> 1079, 1016, 804
20:25:53.468 -> 1079, 1017, 802
20:25:53.534 -> 1081, 1015, 805
20:25:53.601 -> 1084, 1014, 806
20:25:53.634 -> 1084, 1014, 813
20:25:53.700 -> 1080, 1016, 804
20:25:53.734 -> 1081, 1017, 806
20:25:53.800 -> 1083, 1014, 806
20:25:53.834 -> 1088, 1014, 806
20:25:53.900 -> 1077, 1029, 810
20:25:53.933 -> 1081, 1014, 807
20:25:54.000 -> 1082, 1016, 808
20:25:54.033 -> 1084, 1016, 802
20:25:54.100 -> 1082, 1015, 802
20:25:54.133 -> 1085, 1017, 804
20:25:54.199 -> 1083, 1017, 805
20:25:54.233 -> 1080, 1013, 803
20:25:54.299 -> 1085, 1015, 805
20:25:54.366 -> 1086, 1015, 808
20:25:54.399 -> 1079, 1014, 806
20:25:54.466 -> 1082, 1014, 810
20:25:54.499 -> 1080, 1017, 805
20:25:54.565 -> 1078, 1014, 805
20:25:54.599 -> 1083, 1015, 805
20:25:54.665 -> 1082, 1018, 805
20:25:54.698 -> 1082, 1009, 804
20:25:54.765 -> 1082, 1014, 805
20:25:54.798 -> 1080, 1017, 806
20:25:54.865 -> 1085, 1014, 804
20:25:54.898 -> 1086, 1017, 806
20:25:54.965 -> 1086, 1013, 805
20:25:54.998 -> 1223, 1012, 806
20:25:55.064 -> 1081, 1015, 804
20:25:55.131 -> 1083, 1016, 803
20:25:55.164 -> 1085, 1016, 804
20:25:55.231 -> 1083, 1013, 809
20:25:55.264 -> 1085, 1014, 805
20:25:55.331 -> 1091, 1014, 808
20:25:55.364 -> 1069, 1017, 807
20:25:55.431 -> 1083, 1017, 806
20:25:55.464 -> 1086, 1016, 808
20:25:55.530 -> 1086, 1014, 806
20:25:55.564 -> 1084, 1010, 804
20:25:55.630 -> 1082, 1017, 811
20:25:55.663 -> 1083, 1008, 807
20:25:55.730 -> 1080, 1017, 810
20:25:55.763 -> 1084, 1013, 805
20:25:55.830 -> 1081, 1009, 807
20:25:55.896 -> 1086, 1019, 805
20:25:55.929 -> 1094, 1014, 808
20:25:55.996 -> 1082, 1016, 804
20:25:56.029 -> 1087, 1015, 805
20:25:56.096 -> 1082, 1015, 806
20:25:56.129 -> 1076, 1016, 809
20:25:56.195 -> 1087, 1017, 808
20:25:56.229 -> 1079, 1018, 806
20:25:56.295 -> 1079, 1015, 810
20:25:56.329 -> 1079, 1018, 805
20:25:56.395 -> 1082, 1017, 807
20:25:56.428 -> 1084, 1016, 806
20:25:56.495 -> 1084, 1018, 807
20:25:56.528 -> 1082, 1013, 808
20:25:56.595 -> 1082, 1013, 807
20:25:56.661 -> 1087, 1012, 808
20:25:56.694 -> 1086, 1017, 805
20:25:56.761 -> 1083, 1015, 803
20:25:56.794 -> 1082, 1017, 805
20:25:56.861 -> 1082, 1017, 808
20:25:56.894 -> 1085, 1012, 810
20:25:56.961 -> 1073, 1015, 806
20:25:56.994 -> 1082, 1014, 806
20:25:57.060 -> 1084, 1015, 811
20:25:57.094 -> 1082, 1016, 811
20:25:57.160 -> 1084, 1013, 803
20:25:57.193 -> 1085, 1017, 808
20:25:57.260 -> 1084, 1013, 807
20:25:57.293 -> 1085, 1015, 810
20:25:57.360 -> 1084, 1011, 803
20:25:57.426 -> 1083, 1014, 805
20:25:57.460 -> 1079, 1018, 804
20:25:57.526 -> 1081, 1014, 805
20:25:57.559 -> 1086, 1016, 803
20:25:57.626 -> 1078, 1017, 804
20:25:57.659 -> 1077, 1034, 806
20:25:57.726 -> 1082, 1012, 805
20:25:57.759 -> 1082, 1016, 805
20:25:57.825 -> 1083, 1015, 811
20:25:57.859 -> 1082, 1014, 805
20:25:57.925 -> 1078, 1009, 805
20:25:57.958 -> 1085, 1017, 804
20:25:58.025 -> 1082, 1014, 807
20:25:58.058 -> 1082, 1015, 806
20:25:58.125 -> 1081, 1016, 806
20:25:58.191 -> 1081, 1018, 805
20:25:58.225 -> 1082, 1018, 806
20:25:58.291 -> 1081, 1013, 805
20:25:58.324 -> 1086, 1018, 808
20:25:58.391 -> 1084, 1011, 806
20:25:58.424 -> 1237, 1020, 810
20:25:58.491 -> 1083, 1017, 804
20:25:58.524 -> 1085, 1017, 806
20:25:58.590 -> 1085, 1014, 805
20:25:58.624 -> 1083, 1014, 805
20:25:58.690 -> 1087, 1014, 811
20:25:58.724 -> 1085, 1016, 810
20:25:58.790 -> 1082, 1015, 809
20:25:58.823 -> 1085, 1015, 805
20:25:58.890 -> 1086, 1017, 808
20:25:58.956 -> 1084, 1014, 810
20:25:58.990 -> 1084, 1013, 806
20:25:59.056 -> 1083, 1017, 809
20:25:59.089 -> 1079, 1017, 807
20:25:59.156 -> 1080, 1018, 808
20:25:59.189 -> 1081, 1014, 807
20:25:59.256 -> 1087, 1016, 807
20:25:59.289 -> 1081, 1014, 803
20:25:59.356 -> 1083, 1015, 807
20:25:59.389 -> 1083, 1020, 805
20:25:59.455 -> 1085, 1016, 806
20:25:59.489 -> 1084, 1013, 804
20:25:59.555 -> 1086, 1017, 806
20:25:59.588 -> 1092, 1018, 810
20:25:59.655 -> 1085, 1014, 805
20:25:59.722 -> 1086, 1017, 805
20:25:59.755 -> 1086, 1013, 804
20:25:59.821 -> 1085, 1016, 808
20:25:59.855 -> 1078, 1015, 809
20:25:59.921 -> 1084, 1014, 807
20:25:59.954 -> 1086, 1017, 807
20:26:00.021 -> 975, 1018, 813
20:26:00.054 -> 1085, 1016, 806
20:26:00.121 -> 1082, 1014, 806
20:26:00.154 -> 1084, 1014, 806
20:26:00.220 -> 1081, 1019, 810
20:26:00.254 -> 1257, 1021, 813
20:26:00.320 -> 1083, 1013, 806
20:26:00.354 -> 1083, 1014, 807
20:26:00.420 -> 1079, 1017, 805
20:26:00.453 -> 1083, 1014, 806
20:26:00.520 -> 1083, 1014, 810
20:26:00.587 -> 1082, 1017, 810
20:26:00.620 -> 1088, 1017, 805
20:26:00.686 -> 1086, 1018, 806
20:26:00.720 -> 1078, 1016, 808
20:26:00.786 -> 1086, 1014, 809
20:26:00.819 -> 1085, 1015, 798
20:26:00.886 -> 1084, 1018, 805
20:26:00.919 -> 1082, 1017, 806
20:26:00.986 -> 1079, 1016, 803
20:26:01.019 -> 1083, 1015, 805
20:26:01.086 -> 1087, 1016, 810
20:26:01.119 -> 1086, 1018, 807
20:26:01.185 -> 1085, 1013, 805
20:26:01.219 -> 1084, 1014, 807
20:26:01.285 -> 1085, 1015, 813
20:26:01.352 -> 1081, 1016, 807
20:26:01.385 -> 1085, 1021, 806
20:26:01.451 -> 1085, 1013, 810
20:26:01.485 -> 1084, 1021, 808
20:26:01.551 -> 1082, 1018, 807
20:26:01.584 -> 1083, 1015, 808
20:26:01.651 -> 1083, 1014, 805
20:26:01.684 -> 1080, 1018, 806
20:26:01.751 -> 1084, 1014, 802
20:26:01.784 -> 1087, 1014, 807
20:26:01.851 -> 1081, 1016, 803
20:26:01.884 -> 1085, 1015, 805
20:26:01.950 -> 1084, 1016, 805
20:26:01.984 -> 1088, 1015, 808
20:26:02.050 -> 1083, 1011, 807
20:26:02.117 -> 1081, 1012, 806
20:26:02.150 -> 1084, 1014, 806
20:26:02.217 -> 1087, 1015, 807
20:26:02.250 -> 1083, 1017, 806
20:26:02.316 -> 1081, 1014, 807
20:26:02.350 -> 1096, 1013, 811
20:26:02.416 -> 1084, 1025, 810
20:26:02.449 -> 1082, 1014, 810
20:26:02.516 -> 966, 1016, 813
20:26:02.549 -> 1084, 1015, 805
20:26:02.616 -> 1083, 1014, 805
20:26:02.649 -> 1083, 1014, 802
20:26:02.716 -> 1081, 1015, 807
20:26:02.782 -> 1084, 1016, 810
20:26:02.815 -> 1082, 1011, 804
20:26:02.882 -> 1186, 1014, 810
20:26:02.915 -> 1084, 1013, 810
20:26:02.982 -> 1085, 1014, 805
20:26:03.015 -> 1084, 1018, 805
20:26:03.081 -> 1083, 1016, 806
20:26:03.115 -> 1085, 1015, 810
20:26:03.181 -> 1082, 1014, 806
20:26:03.214 -> 1087, 1014, 806
20:26:03.281 -> 1076, 1016, 813
20:26:03.314 -> 1087, 1018, 806
20:26:03.381 -> 1075, 1016, 802
20:26:03.414 -> 1082, 1014, 805
20:26:03.481 -> 1084, 1015, 803
20:26:03.514 -> 1079, 1024, 805
20:26:03.581 -> 1074, 1015, 808
20:26:03.647 -> 1083, 1018, 807
20:26:03.680 -> 1079, 1018, 805
20:26:03.747 -> 1083, 1014, 808
20:26:03.780 -> 1079, 1015, 809
20:26:03.847 -> 1086, 1018, 808
20:26:03.880 -> 1082, 1018, 803
20:26:03.946 -> 1085, 1017, 806
20:26:03.980 -> 1086, 1016, 807
20:26:04.046 -> 1080, 1018, 807
20:26:04.080 -> 1082, 1013, 803
20:26:04.146 -> 1082, 1017, 804
20:26:04.179 -> 1218, 1018, 810
20:26:04.246 -> 1087, 1012, 805
20:26:04.279 -> 1086, 1016, 802
20:26:04.346 -> 1082, 1015, 804
20:26:04.412 -> 1087, 1015, 802
20:26:04.446 -> 1087, 1015, 802
20:26:04.512 -> 1091, 1035, 806
20:26:04.546 -> 1079, 1016, 804
20:26:04.612 -> 1084, 1016, 805
20:26:04.645 -> 1079, 1014, 805
20:26:04.712 -> 1087, 1016, 809
20:26:04.745 -> 1085, 1015, 804
20:26:04.812 -> 1084, 1018, 809
20:26:04.845 -> 1080, 1018, 809
20:26:04.912 -> 1084, 1013, 810
20:26:04.945 -> 1085, 1017, 805
20:26:05.012 -> 1082, 1015, 806
20:26:05.045 -> 1083, 1018, 809
20:26:05.112 -> 1082, 1014, 803
20:26:05.145 -> 1084, 1014, 801
20:26:05.211 -> 1087, 1036, 808
20:26:05.278 -> 1086, 1015, 805
20:26:05.311 -> 1081, 1016, 806
20:26:05.378 -> 1099, 1017, 809
20:26:05.411 -> 1085, 1014, 803
20:26:05.477 -> 1083, 1015, 806
20:26:05.511 -> 1083, 1015, 803
20:26:05.577 -> 1082, 1016, 806
20:26:05.610 -> 1082, 1018, 803
20:26:05.677 -> 1087, 1016, 805
20:26:05.710 -> 1081, 1016, 809
20:26:05.777 -> 1083, 1016, 806
20:26:05.810 -> 1078, 1014, 803
20:26:05.877 -> 1087, 1015, 805
20:26:05.943 -> 1082, 1013, 804
20:26:05.977 -> 1080, 1017, 808
20:26:06.043 -> 1085, 1015, 803
20:26:06.076 -> 1076, 1015, 810
20:26:06.143 -> 1087, 1013, 806
20:26:06.176 -> 1080, 1016, 807
20:26:06.243 -> 1085, 1016, 813
20:26:06.276 -> 1081, 1013, 803
20:26:06.343 -> 1088, 1015, 804
20:26:06.376 -> 1085, 1010, 805
20:26:06.442 -> 1083, 1013, 807
20:26:06.476 -> 1080, 1017, 806
20:26:06.542 -> 1088, 1021, 809
20:26:06.575 -> 1083, 1013, 810
20:26:06.642 -> 1085, 1015, 804
20:26:06.708 -> 1083, 1011, 807
20:26:06.742 -> 1087, 1015, 803
20:26:06.808 -> 1082, 1010, 810
20:26:06.842 -> 1084, 1015, 805
20:26:06.908 -> 1081, 1019, 806
20:26:06.941 -> 1083, 1015, 805
20:26:07.008 -> 1085, 1017, 805
20:26:07.041 -> 1087, 1018, 809
20:26:07.108 -> 1079, 1016, 804
20:26:07.141 -> 1083, 1017, 805
20:26:07.207 -> 1082, 1011, 805
20:26:07.241 -> 1080, 1014, 805
20:26:07.307 -> 1085, 1016, 810
20:26:07.341 -> 1086, 1018, 806
20:26:07.407 -> 1085, 1013, 801
20:26:07.474 -> 1086, 1015, 803
20:26:07.507 -> 1081, 1020, 802
20:26:07.573 -> 1083, 1013, 805
20:26:07.607 -> 1086, 1017, 804
20:26:07.673 -> 1084, 1013, 804
20:26:07.707 -> 1083, 1018, 805
20:26:07.773 -> 1082, 1017, 803
20:26:07.806 -> 1155, 1015, 806
20:26:07.873 -> 1086, 1020, 804
20:26:07.906 -> 1080, 1015, 803
20:26:07.973 -> 1082, 1016, 806
20:26:08.006 -> 1082, 1015, 805
20:26:08.072 -> 1083, 1013, 806
20:26:08.106 -> 1083, 1013, 806
20:26:08.172 -> 1085, 1016, 805
20:26:08.239 -> 1082, 1018, 805
20:26:08.272 -> 1084, 1013, 806
20:26:08.339 -> 1073, 1017, 804
20:26:08.372 -> 1087, 1013, 805
20:26:08.438 -> 1085, 1034, 807
20:26:08.472 -> 1085, 1017, 809
20:26:08.538 -> 1084, 1015, 806
20:26:08.571 -> 1085, 1018, 805
20:26:08.638 -> 1079, 1014, 802
20:26:08.671 -> 1082, 1113, 803
20:26:08.738 -> 1084, 1014, 809
20:26:08.771 -> 1080, 1017, 805
20:26:08.837 -> 1086, 1017, 808
20:26:08.871 -> 1082, 1016, 806
20:26:08.937 -> 1086, 1034, 804
20:26:08.970 -> 1084, 1018, 815
20:26:09.037 -> 1079, 1018, 806
20:26:09.103 -> 1078, 1017, 806
20:26:09.137 -> 1085, 1019, 806
20:26:09.203 -> 1082, 1018, 806
20:26:09.237 -> 1086, 1016, 807
20:26:09.303 -> 1083, 1017, 806
20:26:09.336 -> 1087, 1015, 803
20:26:09.403 -> 1083, 1014, 801
20:26:09.436 -> 1082, 1016, 805
20:26:09.503 -> 1077, 1016, 808
20:26:09.536 -> 1086, 1017, 802
20:26:09.603 -> 1087, 1028, 806
20:26:09.636 -> 1085, 1013, 806
20:26:09.702 -> 1080, 1017, 805
20:26:09.736 -> 1082, 1019, 803
20:26:09.802 -> 1077, 1018, 805
20:26:09.869 -> 1083, 1014, 807
20:26:09.902 -> 1081, 1014, 808
20:26:09.969 -> 1081, 1015, 807
20:26:10.002 -> 1081, 1017, 809
20:26:10.068 -> 1079, 1015, 808
20:26:10.102 -> 1084, 1015, 803
20:26:10.168 -> 1082, 1018, 801
20:26:10.201 -> 1079, 1017, 801
20:26:10.268 -> 1084, 1014, 807
20:26:10.301 -> 1077, 1020, 807
20:26:10.368 -> 1093, 1018, 809
20:26:10.401 -> 1081, 1015, 805
20:26:10.468 -> 1084, 1014, 806
20:26:10.501 -> 1083, 1014, 804
20:26:10.568 -> 1083, 1018, 805
20:26:10.634 -> 1124, 1012, 807
20:26:10.667 -> 1080, 1017, 806
20:26:10.734 -> 1079, 1015, 805
20:26:10.767 -> 1084, 1019, 803
20:26:10.834 -> 1080, 1014, 808
20:26:10.867 -> 1084, 1018, 807
20:26:10.933 -> 1081, 1014, 804
20:26:10.967 -> 1084, 1012, 802
20:26:11.033 -> 1082, 1014, 802
20:26:11.067 -> 1085, 1023, 807
20:26:11.133 -> 1083, 1014, 807
20:26:11.166 -> 1085, 1015, 804
20:26:11.233 -> 1078, 1014, 806
20:26:11.266 -> 1085, 1016, 808
20:26:11.333 -> 1077, 1013, 806
20:26:11.399 -> 1079, 1020, 806
20:26:11.433 -> 1084, 1018, 805
20:26:11.499 -> 1083, 1014, 807
20:26:11.533 -> 1076, 1017, 807
20:26:11.599 -> 1086, 1014, 809
20:26:11.632 -> 1078, 1031, 805
